Course Code,Course Title,Session,Cr Hrs,Day and Time,Instructor
SS 100 LEC 12,Writing and Communication,16W,4,MW 12:00PM-1:50PM,Syeda Habibah Hussain Rizvi
SS 100 LEC 13,Writing and Communication,16W,4,MW 10:00AM-11:50AM,Mahrukh Baig
SS 100 LEC 14,Writing and Communication,16W,4,TR 12:00PM-1:50PM,Faiza Asghar Dar
SS 100 LEC 15,Writing and Communication,16W,4,MW 4:00PM-5:50PM,Muhammad Hashim Kaleem Bhatti
SS 100 LEC 16,Writing and Communication,16W,4,TR 8:00AM-9:50AM,Syeda Habibah Hussain Rizvi
SS 100 LEC 17,Writing and Communication,16W,4,TR 11:30AM-1:20PM,Zainab Sattar
SS 100 LEC 18,Writing and Communication,16W,4,TR 2:00PM-3:50PM,Aneeqa Mazhar Wattoo
SS 100 LEC 19,Writing and Communication,16W,4,MW 2:00PM-3:50PM,Huda Imtiaz
SS 100 LEC 20,Writing and Communication,16W,4,MW 11:00AM-12:50PM,Huda Imtiaz
SS 100 LEC 21,Writing and Communication,16W,4,TR 2:00PM-3:50PM,Zainab Sattar
SS 100 LEC 22,Writing and Communication,16W,4,TR 4:00PM-5:50PM,Muhammad Hashim Kaleem Bhatti
SS 100 LEC 23,Writing and Communication,16W,4,MW 1:30PM-3:20PM,Farhana Shahzad
SS 101 LEC 1,Islamic Studies,16W,2,F 10:30AM-12:20PM,
SS 101 LEC 2,Islamic Studies,16W,2,F 2:00PM-3:50PM,
SS 101 LEC 3,Islamic Studies,16W,2,F 8:00AM-9:50AM,
SS 101 LEC 4,Islamic Studies,16W,2,F 11:30AM-1:20PM,
SS 101 LEC 5,Islamic Studies,16W,2,F 4:00PM-5:50PM,
SS 102 LEC 1,Pakistan Studies: Culture and Heritage,16W,2,F 8:00AM-9:50AM,
SS 102 LEC 2,Pakistan Studies: Culture and Heritage,16W,2,F 4:00PM-5:50PM,
SS 102 LEC 3,Pakistan Studies: Culture and Heritage,16W,2,M 4:00PM-5:50PM,
SS 102 LEC 4,Pakistan Studies: Culture and Heritage,16W,2,F 11:30AM-1:20PM,
SS 102 LEC 5,Pakistan Studies: Culture and Heritage,16W,2,F 10:00AM-11:50AM,
SS 102 LEC 6,Pakistan Studies: Culture and Heritage,16W,2,F 2:00PM-3:50PM,
SS 102 LEC 7,Pakistan Studies: Culture and Heritage,16W,2,T 12:00PM-1:50PM,
SS 102 LEC 8,Pakistan Studies: Culture and Heritage,16W,2,R 12:00PM-1:50PM,
SS 187 LEC 1,Applied Statistics for Humanities,16W,4,TR 1:00PM-2:50PM,Muhammad Saad Imtiaz
SS 187 LEC 2,Applied Statistics for Humanities,16W,4,TR 12:00PM-1:50PM,
SS 233 LEC 1,Media Writing,16W,4,MW 8:00AM-9:50AM,Syed Javed Nazir
SS 3302 LEC 1,Professional Communication Skills,16W,4,TR 2:00PM-3:50PM,Aamna Khalid
SS 388 LEC 1,ReRinking Data: Cause and Effect in Re Humani,t16W,4,TR 10:00AM-11:50AM,Muhammad Saad Imtiaz
SWR 102 PRT 1,Swimming for Beginners,16W,1,TR 10:00AM-11:15AM,"Muhammad Haider Awan
Amir Hussain"
SWR 102 PRT 2,Swimming for Beginners,16W,1,MW 10:00AM-11:15AM,"Rabia Yasin
Khalida Bashir"
SWR 102 PRT 3,Swimming for Beginners,16W,1,TR 2:00PM-3:15PM,"Rashid Ahmad
Azmat Ullah"
SWR 102 PRT 4,Swimming for Beginners,16W,1,MW 2:00PM-3:15PM,"Nimra Nimra
Kausar Farooq"
SWR 102 PRT 5,Swimming for Beginners,16W,1,TR 12:00PM-1:15PM,"Rabia Yasin
Khalida Bashir"
SWR 102 PRT 6,Swimming for Beginners,16W,1,MW 12:00PM-1:15PM,"Muhammad Haider Awan
Amir Hussain"
SWR 102 PRT 7,Swimming for Beginners,16W,1,TR 4:00PM-5:15PM,"Nimra Nimra
Kausar Farooq"
SWR 102 PRT 8,Swimming for Beginners,16W,1,MW 4:00PM-5:15PM,"Rashid Ahmad
Azmat Ullah"
SWR 103 PRT 1,StrengR Training and Conditioning for Beginners,16W,1,MW 10:00AM-11:15AM,Muhammad Bilal Iqbal Khan
SWR 103 PRT 2,StrengR Training and Conditioning for Beginners,16W,1,TR 10:00AM-11:15AM,Muhammad Bilal Iqbal Khan
SWR 103 PRT 3,StrengR Training and Conditioning for Beginners,16W,1,MW 2:00PM-3:15PM,Mudassar Naseer
SWR 103 PRT 4,StrengR Training and Conditioning for Beginners,16W,1,TR 2:00PM-3:15PM,Mudassar Naseer
SWR 103 PRT 5,StrengR Training and Conditioning for Beginners,16W,1,TR 4:00PM-5:15PM,Muhammad Shakeel
SWR 103 PRT 6,StrengR Training and Conditioning for Beginners,16W,1,MW 4:00PM-5:15PM,Muhammad Shakeel
SWR 103 PRT 7,StrengR Training and Conditioning for Beginners,16W,1,MW 10:00AM-11:15AM,Kanwal Yousaf
SWR 103 PRT 8,StrengR Training and Conditioning for Beginners,16W,1,TR 10:00AM-11:15AM,Kanwal Yousaf
SWR 103 PRT 9,StrengR Training and Conditioning for Beginners,16W,1,MW 11:30AM-12:45PM,Aruba Naz
SWR 103 PRT 10,StrengR Training and Conditioning for Beginners,16W,1,TR 11:30AM-12:45PM,Aruba Naz
SWR 103 PRT 11,StrengR Training and Conditioning for Beginners,16W,1,TR 4:00PM-5:15PM,Shabana Kausar
SWR 103 PRT 12,StrengR Training and Conditioning for Beginners,16W,1,MW 4:00PM-5:15PM,Shabana Kausar
SWR 104 PRT 1,Basketball for beginners,16W,1,MW 3:30PM-4:45PM,Mohsin Riaz
SWR 104 PRT 2,Basketball for beginners,16W,1,MW 5:00PM-6:15PM,Mohsin Riaz
SWR 104 PRT 3,Basketball for beginners,16W,1,TR 3:30PM-4:45PM,Mohsin Riaz
SWR 104 PRT 4,Basketball for beginners,16W,1,TR 5:00PM-6:15PM,Mohsin Riaz
SWR 105 PRT 1,"Walk, Jog and Stretch for Fitness",16W,1,MW 3:30PM-4:45PM,Babar Asad Khan
SWR 105 PRT 2,"Walk, Jog and Stretch for Fitness",16W,1,MW 5:00PM-6:15PM,Babar Asad Khan
SWR 105 PRT 3,"Walk, Jog and Stretch for Fitness",16W,1,TR 3:30PM-4:45PM,Babar Asad Khan
SWR 105 PRT 4,"Walk, Jog and Stretch for Fitness",16W,1,TR 5:00PM-6:15PM,Babar Asad Khan
TME 6101 LEC 1,Tech-Entrepreneurship,MS2,3,SU 4:15PM-6:15PM,Muhammad Shehryar Shahid
TME 6102 LEC 1,Business Venture Proposal Writing,MS2,3,SU 10:45AM-12:45PM,Shezeen Salim Hemani
TME 6201 LEC 1,,"Technology, Design and Innovation Management MS2",3,SU 8:30AM-10:30AM,Muhammad Adeel Zaffar
TME 6202 LEC 1,Technology and Operations Management,MS2,3,SU 2:00PM-4:00PM,Raja Usman Khalid
